t,MV,PV,DV
7.500000000000000000e+01,4.999999999999999289e+01,2.862999999999999901e+01,5.000000000000000000e+01
7.600000000000000000e+01,4.999999999999999289e+01,2.873000000000000043e+01,5.000000000000000000e+01
7.700000000000000000e+01,5.000000000000000000e+01,2.882999999999999829e+01,5.000000000000000000e+01
7.800000000000000000e+01,5.000000000000000711e+01,2.896000000000000085e+01,5.000000000000000000e+01
7.900000000000000000e+01,4.999999999999999289e+01,2.898999999999999844e+01,5.000000000000000000e+01
8.000000000000000000e+01,5.000000000000000000e+01,2.907999999999999829e+01,5.000000000000000000e+01
8.100000000000000000e+01,5.000000000000000000e+01,2.928000000000000114e+01,5.000000000000000000e+01
8.200000000000000000e+01,5.000000000000000000e+01,2.928000000000000114e+01,5.000000000000000000e+01
8.300000000000000000e+01,5.000000000000000000e+01,2.928000000000000114e+01,5.000000000000000000e+01
8.400000000000000000e+01,4.999999999999999289e+01,2.950000000000000000e+01,5.000000000000000000e+01
8.500000000000000000e+01,5.000000000000000711e+01,2.960000000000000142e+01,5.000000000000000000e+01
8.600000000000000000e+01,5.000000000000000000e+01,2.962999999999999901e+01,5.000000000000000000e+01
8.700000000000000000e+01,4.999999999999999289e+01,2.978999999999999915e+01,5.000000000000000000e+01
8.800000000000000000e+01,5.000000000000000000e+01,2.992000000000000171e+01,5.000000000000000000e+01
8.900000000000000000e+01,5.000000000000000000e+01,2.992000000000000171e+01,5.000000000000000000e+01
9.000000000000000000e+01,4.999999999999999289e+01,2.998999999999999844e+01,5.000000000000000000e+01
9.100000000000000000e+01,5.000000000000000000e+01,3.017999999999999972e+01,5.000000000000000000e+01
9.200000000000000000e+01,5.000000000000000711e+01,3.023999999999999844e+01,5.000000000000000000e+01
9.300000000000000000e+01,5.000000000000000000e+01,3.023999999999999844e+01,5.000000000000000000e+01
9.400000000000000000e+01,5.000000000000000000e+01,3.041000000000000014e+01,5.000000000000000000e+01
9.500000000000000000e+01,5.000000000000000000e+01,3.046999999999999886e+01,5.000000000000000000e+01
9.600000000000000000e+01,5.000000000000000000e+01,3.057000000000000028e+01,5.000000000000000000e+01
9.700000000000000000e+01,5.000000000000000711e+01,3.066000000000000014e+01,5.000000000000000000e+01
9.800000000000000000e+01,5.000000000000000000e+01,3.073000000000000043e+01,5.000000000000000000e+01
9.900000000000000000e+01,5.000000000000000000e+01,3.089000000000000057e+01,5.000000000000000000e+01
1.000000000000000000e+02,5.000000000000000000e+01,3.089000000000000057e+01,5.000000000000000000e+01
1.010000000000000000e+02,5.000000000000000000e+01,3.089000000000000057e+01,5.000000000000000000e+01
1.020000000000000000e+02,5.000000000000000000e+01,3.117999999999999972e+01,5.000000000000000000e+01
1.030000000000000000e+02,4.999999999999999289e+01,3.121000000000000085e+01,5.000000000000000000e+01
1.040000000000000000e+02,4.999999999999999289e+01,3.121000000000000085e+01,5.000000000000000000e+01
1.050000000000000000e+02,5.000000000000000000e+01,3.128000000000000114e+01,5.000000000000000000e+01
1.060000000000000000e+02,5.000000000000000711e+01,3.153000000000000114e+01,5.000000000000000000e+01
1.070000000000000000e+02,5.000000000000000711e+01,3.153000000000000114e+01,5.000000000000000000e+01
1.080000000000000000e+02,5.000000000000000711e+01,3.166000000000000014e+01,5.000000000000000000e+01
1.090000000000000000e+02,5.000000000000000000e+01,3.162999999999999901e+01,5.000000000000000000e+01
1.100000000000000000e+02,5.000000000000000000e+01,3.185999999999999943e+01,5.000000000000000000e+01
1.110000000000000000e+02,4.999999999999999289e+01,3.185999999999999943e+01,5.000000000000000000e+01
1.120000000000000000e+02,5.000000000000000000e+01,3.198000000000000043e+01,5.000000000000000000e+01
1.130000000000000000e+02,4.999999999999999289e+01,3.217999999999999972e+01,5.000000000000000000e+01
1.140000000000000000e+02,5.000000000000000000e+01,3.221000000000000085e+01,5.000000000000000000e+01
1.150000000000000000e+02,5.000000000000000000e+01,3.227000000000000313e+01,5.000000000000000000e+01
1.160000000000000000e+02,5.000000000000000000e+01,3.250000000000000000e+01,5.000000000000000000e+01
1.170000000000000000e+02,4.999999999999999289e+01,3.250000000000000000e+01,5.000000000000000000e+01
1.180000000000000000e+02,4.999999999999999289e+01,3.250000000000000000e+01,5.000000000000000000e+01
1.190000000000000000e+02,4.999999999999999289e+01,3.263000000000000256e+01,5.000000000000000000e+01
1.200000000000000000e+02,5.000000000000000711e+01,3.282000000000000028e+01,5.000000000000000000e+01
1.210000000000000000e+02,5.000000000000000000e+01,3.282000000000000028e+01,5.000000000000000000e+01
1.220000000000000000e+02,5.000000000000000000e+01,3.289000000000000057e+01,5.000000000000000000e+01
1.230000000000000000e+02,5.000000000000000711e+01,3.304999999999999716e+01,5.000000000000000000e+01
1.240000000000000000e+02,4.999999999999999289e+01,3.314000000000000057e+01,5.000000000000000000e+01
1.250000000000000000e+02,5.000000000000000000e+01,3.314000000000000057e+01,5.000000000000000000e+01
1.260000000000000000e+02,5.000000000000000000e+01,3.314000000000000057e+01,5.000000000000000000e+01
1.270000000000000000e+02,5.000000000000000000e+01,3.346999999999999886e+01,5.000000000000000000e+01
1.280000000000000000e+02,5.000000000000000000e+01,3.346999999999999886e+01,5.000000000000000000e+01
1.290000000000000000e+02,5.000000000000000000e+01,3.346999999999999886e+01,5.000000000000000000e+01
1.300000000000000000e+02,5.000000000000000000e+01,3.356000000000000227e+01,5.000000000000000000e+01
1.310000000000000000e+02,5.000000000000000000e+01,3.368999999999999773e+01,5.000000000000000000e+01
1.320000000000000000e+02,4.999999999999999289e+01,3.378999999999999915e+01,5.000000000000000000e+01
1.330000000000000000e+02,5.000000000000000711e+01,3.378999999999999915e+01,5.000000000000000000e+01
1.340000000000000000e+02,4.999999999999999289e+01,3.392000000000000171e+01,5.000000000000000000e+01
1.350000000000000000e+02,5.000000000000000000e+01,3.407999999999999829e+01,5.000000000000000000e+01
1.360000000000000000e+02,5.000000000000000000e+01,3.410999999999999943e+01,5.000000000000000000e+01
1.370000000000000000e+02,4.999999999999999289e+01,3.410999999999999943e+01,5.000000000000000000e+01
1.380000000000000000e+02,4.999999999999999289e+01,3.424000000000000199e+01,5.000000000000000000e+01
1.390000000000000000e+02,5.000000000000000000e+01,3.442999999999999972e+01,5.000000000000000000e+01
1.400000000000000000e+02,5.000000000000000000e+01,3.442999999999999972e+01,5.000000000000000000e+01
1.410000000000000000e+02,5.000000000000000000e+01,3.446999999999999886e+01,5.000000000000000000e+01
1.420000000000000000e+02,4.999999999999999289e+01,3.471999999999999886e+01,5.000000000000000000e+01
1.430000000000000000e+02,4.999999999999999289e+01,3.475999999999999801e+01,5.000000000000000000e+01
1.440000000000000000e+02,5.000000000000000000e+01,3.475999999999999801e+01,5.000000000000000000e+01
1.450000000000000000e+02,5.000000000000000000e+01,3.485000000000000142e+01,5.000000000000000000e+01
1.460000000000000000e+02,4.999999999999999289e+01,3.500999999999999801e+01,5.000000000000000000e+01
1.470000000000000000e+02,5.000000000000000000e+01,3.507999999999999829e+01,5.000000000000000000e+01
1.480000000000000000e+02,4.999999999999999289e+01,3.507999999999999829e+01,5.000000000000000000e+01
1.490000000000000000e+02,5.000000000000000000e+01,3.524000000000000199e+01,5.000000000000000000e+01
1.500000000000000000e+02,5.000000000000000000e+01,3.536999999999999744e+01,5.000000000000000000e+01
1.510000000000000000e+02,4.999999999999999289e+01,3.539999999999999858e+01,5.000000000000000000e+01
1.520000000000000000e+02,5.000000000000000000e+01,3.542999999999999972e+01,5.000000000000000000e+01
1.530000000000000000e+02,5.000000000000000000e+01,3.553000000000000114e+01,5.000000000000000000e+01
1.540000000000000000e+02,5.000000000000000000e+01,3.568999999999999773e+01,5.000000000000000000e+01
1.550000000000000000e+02,4.999999999999999289e+01,3.571999999999999886e+01,5.000000000000000000e+01
1.560000000000000000e+02,5.000000000000000000e+01,3.571999999999999886e+01,5.000000000000000000e+01
1.570000000000000000e+02,5.000000000000000711e+01,3.582000000000000028e+01,5.000000000000000000e+01
1.580000000000000000e+02,4.999999999999999289e+01,3.603999999999999915e+01,5.000000000000000000e+01
1.590000000000000000e+02,5.000000000000000000e+01,3.603999999999999915e+01,5.000000000000000000e+01
1.600000000000000000e+02,4.999999999999999289e+01,3.607999999999999829e+01,5.000000000000000000e+01
1.610000000000000000e+02,4.999999999999999289e+01,3.624000000000000199e+01,5.000000000000000000e+01
1.620000000000000000e+02,4.999999999999999289e+01,3.636999999999999744e+01,5.000000000000000000e+01
1.630000000000000000e+02,5.000000000000000000e+01,3.636999999999999744e+01,5.000000000000000000e+01
1.640000000000000000e+02,5.000000000000000711e+01,3.650000000000000000e+01,5.000000000000000000e+01
1.650000000000000000e+02,5.000000000000000000e+01,3.656000000000000227e+01,5.000000000000000000e+01
1.660000000000000000e+02,4.999999999999999289e+01,3.668999999999999773e+01,5.000000000000000000e+01
1.670000000000000000e+02,5.000000000000000711e+01,3.668999999999999773e+01,5.000000000000000000e+01
1.680000000000000000e+02,5.000000000000000000e+01,3.678999999999999915e+01,5.000000000000000000e+01
1.690000000000000000e+02,5.000000000000000000e+01,3.697999999999999687e+01,5.000000000000000000e+01
1.700000000000000000e+02,5.000000000000000000e+01,3.700999999999999801e+01,5.000000000000000000e+01
1.710000000000000000e+02,5.000000000000000711e+01,3.703999999999999915e+01,5.000000000000000000e+01
1.720000000000000000e+02,4.999999999999999289e+01,3.703999999999999915e+01,5.000000000000000000e+01
1.730000000000000000e+02,5.000000000000000000e+01,3.732999999999999829e+01,5.000000000000000000e+01
1.740000000000000000e+02,5.000000000000000000e+01,3.732999999999999829e+01,5.000000000000000000e+01
1.750000000000000000e+02,5.000000000000000711e+01,3.732999999999999829e+01,5.000000000000000000e+01
1.760000000000000000e+02,5.000000000000000000e+01,3.746000000000000085e+01,5.000000000000000000e+01
1.770000000000000000e+02,4.999999999999999289e+01,3.761999999999999744e+01,5.000000000000000000e+01
1.780000000000000000e+02,5.000000000000000000e+01,3.765999999999999659e+01,5.000000000000000000e+01
1.790000000000000000e+02,4.999999999999999289e+01,3.765999999999999659e+01,5.000000000000000000e+01
1.800000000000000000e+02,4.999999999999999289e+01,3.771999999999999886e+01,5.000000000000000000e+01
1.810000000000000000e+02,5.000000000000000000e+01,3.778999999999999915e+01,5.000000000000000000e+01
1.820000000000000000e+02,5.000000000000000000e+01,3.797999999999999687e+01,5.000000000000000000e+01
1.830000000000000000e+02,5.000000000000000711e+01,3.797999999999999687e+01,5.000000000000000000e+01
1.840000000000000000e+02,5.000000000000000000e+01,3.797999999999999687e+01,5.000000000000000000e+01
1.850000000000000000e+02,5.000000000000000711e+01,3.820000000000000284e+01,5.000000000000000000e+01
1.860000000000000000e+02,5.000000000000000711e+01,3.827000000000000313e+01,5.000000000000000000e+01
1.870000000000000000e+02,4.999999999999999289e+01,3.829999999999999716e+01,5.000000000000000000e+01
1.880000000000000000e+02,5.000000000000000000e+01,3.829999999999999716e+01,5.000000000000000000e+01
1.890000000000000000e+02,5.000000000000000000e+01,3.846000000000000085e+01,5.000000000000000000e+01
1.900000000000000000e+02,5.000000000000000000e+01,3.861999999999999744e+01,5.000000000000000000e+01
1.910000000000000000e+02,5.000000000000000000e+01,3.861999999999999744e+01,5.000000000000000000e+01
1.920000000000000000e+02,5.000000000000000000e+01,3.861999999999999744e+01,5.000000000000000000e+01
1.930000000000000000e+02,4.999999999999999289e+01,3.868999999999999773e+01,5.000000000000000000e+01
1.940000000000000000e+02,5.000000000000000000e+01,3.890999999999999659e+01,5.000000000000000000e+01
1.950000000000000000e+02,5.000000000000000000e+01,3.895000000000000284e+01,5.000000000000000000e+01
1.960000000000000000e+02,5.000000000000000000e+01,3.895000000000000284e+01,5.000000000000000000e+01
1.970000000000000000e+02,5.000000000000000711e+01,3.897999999999999687e+01,5.000000000000000000e+01
1.980000000000000000e+02,5.000000000000000711e+01,3.920000000000000284e+01,5.000000000000000000e+01
1.990000000000000000e+02,5.000000000000000711e+01,3.927000000000000313e+01,5.000000000000000000e+01
2.000000000000000000e+02,5.000000000000000000e+01,3.927000000000000313e+01,5.000000000000000000e+01
2.010000000000000000e+02,4.999999999999999289e+01,3.939999999999999858e+01,5.000000000000000000e+01
2.020000000000000000e+02,5.000000000000000000e+01,3.949000000000000199e+01,5.000000000000000000e+01
2.030000000000000000e+02,5.000000000000000000e+01,3.949000000000000199e+01,5.000000000000000000e+01
2.040000000000000000e+02,5.000000000000000000e+01,3.959000000000000341e+01,5.000000000000000000e+01
2.050000000000000000e+02,4.999999999999999289e+01,3.959000000000000341e+01,5.000000000000000000e+01
2.060000000000000000e+02,5.000000000000000711e+01,3.964999999999999858e+01,5.000000000000000000e+01
2.070000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
2.080000000000000000e+02,5.000000000000000000e+01,3.990999999999999659e+01,5.000000000000000000e+01
2.090000000000000000e+02,4.999999999999999289e+01,3.993999999999999773e+01,5.000000000000000000e+01
2.100000000000000000e+02,5.000000000000000000e+01,3.993999999999999773e+01,5.000000000000000000e+01
2.110000000000000000e+02,4.999999999999999289e+01,4.017000000000000171e+01,5.000000000000000000e+01
2.120000000000000000e+02,5.000000000000000000e+01,4.022999999999999687e+01,5.000000000000000000e+01
2.130000000000000000e+02,5.000000000000000000e+01,4.022999999999999687e+01,5.000000000000000000e+01
2.140000000000000000e+02,5.000000000000000000e+01,4.022999999999999687e+01,5.000000000000000000e+01
2.150000000000000000e+02,5.000000000000000000e+01,4.029999999999999716e+01,5.000000000000000000e+01
2.160000000000000000e+02,5.000000000000000711e+01,4.052000000000000313e+01,5.000000000000000000e+01
2.170000000000000000e+02,5.000000000000000000e+01,4.056000000000000227e+01,5.000000000000000000e+01
2.180000000000000000e+02,4.999999999999999289e+01,4.056000000000000227e+01,5.000000000000000000e+01
2.190000000000000000e+02,5.000000000000000711e+01,4.061999999999999744e+01,5.000000000000000000e+01
2.200000000000000000e+02,5.000000000000000000e+01,4.068999999999999773e+01,5.000000000000000000e+01
2.210000000000000000e+02,4.999999999999999289e+01,4.081000000000000227e+01,5.000000000000000000e+01
2.220000000000000000e+02,5.000000000000000711e+01,4.085000000000000142e+01,5.000000000000000000e+01
2.230000000000000000e+02,5.000000000000000711e+01,4.088000000000000256e+01,5.000000000000000000e+01
2.240000000000000000e+02,5.000000000000000000e+01,4.093999999999999773e+01,5.000000000000000000e+01
2.250000000000000000e+02,4.999999999999999289e+01,4.110000000000000142e+01,5.000000000000000000e+01
2.260000000000000000e+02,5.000000000000000000e+01,4.114000000000000057e+01,5.000000000000000000e+01
2.270000000000000000e+02,5.000000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01
2.280000000000000000e+02,5.000000000000000000e+01,4.120000000000000284e+01,5.000000000000000000e+01
2.290000000000000000e+02,5.000000000000000000e+01,4.127000000000000313e+01,5.000000000000000000e+01
2.300000000000000000e+02,5.000000000000000711e+01,4.139000000000000057e+01,5.000000000000000000e+01
2.310000000000000000e+02,4.999999999999999289e+01,4.152000000000000313e+01,5.000000000000000000e+01
2.320000000000000000e+02,5.000000000000000000e+01,4.152000000000000313e+01,5.000000000000000000e+01
2.330000000000000000e+02,4.999999999999999289e+01,4.159000000000000341e+01,5.000000000000000000e+01
2.340000000000000000e+02,5.000000000000000000e+01,4.152000000000000313e+01,5.000000000000000000e+01
2.350000000000000000e+02,5.000000000000000000e+01,4.171999999999999886e+01,5.000000000000000000e+01
2.360000000000000000e+02,5.000000000000000000e+01,4.171999999999999886e+01,5.000000000000000000e+01
2.370000000000000000e+02,5.000000000000000000e+01,4.185000000000000142e+01,5.000000000000000000e+01
2.380000000000000000e+02,4.999999999999999289e+01,4.190999999999999659e+01,5.000000000000000000e+01
2.390000000000000000e+02,5.000000000000000711e+01,4.190999999999999659e+01,5.000000000000000000e+01
2.400000000000000000e+02,5.000000000000000711e+01,4.203999999999999915e+01,5.000000000000000000e+01
2.410000000000000000e+02,5.000000000000000711e+01,4.210000000000000142e+01,5.000000000000000000e+01
2.420000000000000000e+02,4.999999999999999289e+01,4.217000000000000171e+01,5.000000000000000000e+01
2.430000000000000000e+02,5.000000000000000711e+01,4.217000000000000171e+01,5.000000000000000000e+01
2.440000000000000000e+02,5.000000000000000711e+01,4.217000000000000171e+01,5.000000000000000000e+01
2.450000000000000000e+02,5.000000000000000000e+01,4.235999999999999943e+01,5.000000000000000000e+01
2.460000000000000000e+02,5.000000000000000711e+01,4.249000000000000199e+01,5.000000000000000000e+01
2.470000000000000000e+02,4.999999999999999289e+01,4.249000000000000199e+01,5.000000000000000000e+01
2.480000000000000000e+02,5.000000000000000000e+01,4.249000000000000199e+01,5.000000000000000000e+01
2.490000000000000000e+02,4.999999999999999289e+01,4.252000000000000313e+01,5.000000000000000000e+01
2.500000000000000000e+02,4.999999999999999289e+01,4.264999999999999858e+01,5.000000000000000000e+01
2.510000000000000000e+02,5.000000000000000000e+01,4.278000000000000114e+01,5.000000000000000000e+01
2.520000000000000000e+02,5.000000000000000000e+01,4.281000000000000227e+01,5.000000000000000000e+01
2.530000000000000000e+02,4.999999999999999289e+01,4.281000000000000227e+01,5.000000000000000000e+01
2.540000000000000000e+02,5.000000000000000711e+01,4.281000000000000227e+01,5.000000000000000000e+01
2.550000000000000000e+02,5.000000000000000000e+01,4.290999999999999659e+01,5.000000000000000000e+01
2.560000000000000000e+02,5.000000000000000000e+01,4.307000000000000028e+01,5.000000000000000000e+01
2.570000000000000000e+02,5.000000000000000000e+01,4.313000000000000256e+01,5.000000000000000000e+01
2.580000000000000000e+02,5.000000000000000000e+01,4.313000000000000256e+01,5.000000000000000000e+01
2.590000000000000000e+02,5.000000000000000000e+01,4.313000000000000256e+01,5.000000000000000000e+01
2.600000000000000000e+02,5.000000000000000000e+01,4.320000000000000284e+01,5.000000000000000000e+01
2.610000000000000000e+02,5.000000000000000711e+01,4.335999999999999943e+01,5.000000000000000000e+01
2.620000000000000000e+02,5.000000000000000000e+01,4.346000000000000085e+01,5.000000000000000000e+01
2.630000000000000000e+02,5.000000000000000711e+01,4.346000000000000085e+01,5.000000000000000000e+01
2.640000000000000000e+02,5.000000000000000711e+01,4.346000000000000085e+01,5.000000000000000000e+01
2.650000000000000000e+02,5.000000000000000711e+01,4.359000000000000341e+01,5.000000000000000000e+01
2.660000000000000000e+02,5.000000000000000711e+01,4.371000000000000085e+01,5.000000000000000000e+01
2.670000000000000000e+02,5.000000000000000000e+01,4.378000000000000114e+01,5.000000000000000000e+01
2.680000000000000000e+02,5.000000000000000711e+01,4.378000000000000114e+01,5.000000000000000000e+01
2.690000000000000000e+02,4.999999999999999289e+01,4.381000000000000227e+01,5.000000000000000000e+01
2.700000000000000000e+02,5.000000000000000000e+01,4.390999999999999659e+01,5.000000000000000000e+01
2.710000000000000000e+02,4.999999999999999289e+01,4.396999999999999886e+01,5.000000000000000000e+01
2.720000000000000000e+02,5.000000000000000711e+01,4.410000000000000142e+01,5.000000000000000000e+01
2.730000000000000000e+02,5.000000000000000000e+01,4.410000000000000142e+01,5.000000000000000000e+01
2.740000000000000000e+02,4.999999999999999289e+01,4.420000000000000284e+01,5.000000000000000000e+01
2.750000000000000000e+02,5.000000000000000000e+01,4.420000000000000284e+01,5.000000000000000000e+01
2.760000000000000000e+02,5.000000000000000000e+01,4.422999999999999687e+01,5.000000000000000000e+01
2.770000000000000000e+02,5.000000000000000000e+01,4.432999999999999829e+01,5.000000000000000000e+01
2.780000000000000000e+02,5.000000000000000000e+01,4.442000000000000171e+01,5.000000000000000000e+01
2.790000000000000000e+02,5.000000000000000711e+01,4.446000000000000085e+01,5.000000000000000000e+01
2.800000000000000000e+02,5.000000000000000000e+01,4.452000000000000313e+01,5.000000000000000000e+01
2.810000000000000000e+02,5.000000000000000000e+01,4.454999999999999716e+01,5.000000000000000000e+01
2.820000000000000000e+02,5.000000000000000000e+01,4.464999999999999858e+01,5.000000000000000000e+01
2.830000000000000000e+02,5.000000000000000000e+01,4.467999999999999972e+01,5.000000000000000000e+01
2.840000000000000000e+02,5.000000000000000000e+01,4.475000000000000000e+01,5.000000000000000000e+01
2.850000000000000000e+02,5.000000000000000000e+01,4.475000000000000000e+01,5.000000000000000000e+01
2.860000000000000000e+02,5.000000000000000000e+01,4.475000000000000000e+01,5.000000000000000000e+01
2.870000000000000000e+02,5.000000000000000000e+01,4.484000000000000341e+01,5.000000000000000000e+01
2.880000000000000000e+02,5.000000000000000000e+01,4.490999999999999659e+01,5.000000000000000000e+01
2.890000000000000000e+02,5.000000000000000000e+01,4.503999999999999915e+01,5.000000000000000000e+01
