t,MV,PV,DV
5.500000000000000000e+01,5.000000000000000711e+01,3.128000000000000114e+01,5.000000000000000000e+01
5.600000000000000000e+01,5.000000000000000711e+01,3.137000000000000099e+01,5.000000000000000000e+01
5.700000000000000000e+01,5.000000000000000000e+01,3.150000000000000000e+01,5.000000000000000000e+01
5.800000000000000000e+01,5.000000000000000711e+01,3.157000000000000028e+01,5.000000000000000000e+01
5.900000000000000000e+01,5.000000000000000711e+01,3.160000000000000142e+01,5.000000000000000000e+01
6.000000000000000000e+01,5.000000000000000000e+01,3.178999999999999915e+01,5.000000000000000000e+01
6.100000000000000000e+01,5.000000000000000000e+01,3.185999999999999943e+01,5.000000000000000000e+01
6.200000000000000000e+01,4.999999999999999289e+01,3.185999999999999943e+01,5.000000000000000000e+01
6.300000000000000000e+01,5.000000000000000000e+01,3.189000000000000057e+01,5.000000000000000000e+01
6.400000000000000000e+01,5.000000000000000000e+01,3.204999999999999716e+01,5.000000000000000000e+01
6.500000000000000000e+01,4.999999999999999289e+01,3.217999999999999972e+01,5.000000000000000000e+01
6.600000000000000000e+01,5.000000000000000000e+01,3.221000000000000085e+01,5.000000000000000000e+01
6.700000000000000000e+01,5.000000000000000711e+01,3.239999999999999858e+01,5.000000000000000000e+01
6.800000000000000000e+01,4.999999999999999289e+01,3.250000000000000000e+01,5.000000000000000000e+01
6.900000000000000000e+01,5.000000000000000711e+01,3.250000000000000000e+01,5.000000000000000000e+01
7.000000000000000000e+01,5.000000000000000000e+01,3.250000000000000000e+01,5.000000000000000000e+01
7.100000000000000000e+01,4.999999999999999289e+01,3.260000000000000142e+01,5.000000000000000000e+01
7.200000000000000000e+01,5.000000000000000000e+01,3.282000000000000028e+01,5.000000000000000000e+01
7.300000000000000000e+01,5.000000000000000000e+01,3.282000000000000028e+01,5.000000000000000000e+01
7.400000000000000000e+01,5.000000000000000000e+01,3.282000000000000028e+01,5.000000000000000000e+01
7.500000000000000000e+01,5.000000000000000000e+01,3.289000000000000057e+01,5.000000000000000000e+01
7.600000000000000000e+01,5.000000000000000000e+01,3.295000000000000284e+01,5.000000000000000000e+01
