t,MV,MVP,MVI,MVD,SP,PV,DV,Man,MVFF
0.000000000000000000e+00,6.000000000000000000e+01,1.509836180407911144e+01,2.071599404548651435e+01,2.418564415043437421e+01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.999999999999997158e+01,1.434344371387515764e+02,-3.083835664062628439e+02,2.249491292675112390e+02,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,6.000000000000002842e+01,1.435250273095760463e+02,-2.638400053959143179e+02,1.803149780863383000e+02,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,6.000000000000000000e+01,1.440081748873065806e+02,-2.292028795399427281e+02,1.451947046526361476e+02,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.999999999999998579e+01,1.439175847164820823e+02,-2.000641422535504717e+02,1.161465575370683752e+02,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,6.000000000000001421e+01,1.441289617817392070e+02,-1.774935243560557296e+02,9.336456257431653682e+01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,6.000000000000001421e+01,1.444007322942126450e+02,-1.596151166746523131e+02,7.521438438043968233e+01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,5.999999999999999289e+01,1.444007322942126450e+02,-1.446426432784836891e+02,6.024191098427103697e+01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,5.999999999999998579e+01,1.444007322942126450e+02,-1.326506497658581338e+02,4.824991747164547462e+01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,6.000000000000000000e+01,1.444007322942126450e+02,-1.230458300008316570e+02,3.864509770661901200e+01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,6.000000000000000000e+01,1.444007322942126450e+02,-1.153529837178915898e+02,3.095225142367894122e+01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,6.000000000000000000e+01,1.444007322942126450e+02,-1.091915058993870105e+02,2.479077360517436546e+01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+01,6.000000000000000711e+01,1.444913224650371149e+02,-1.044922603063773465e+02,2.000093784134023878e+01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+01,6.000000000000000000e+01,1.444007322942126450e+02,-1.002750903290667850e+02,1.587435803485413999e+01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+01,6.000000000000000000e+01,1.447026995302942112e+02,-9.790075783466657811e+01,1.319805830437236871e+01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+01,6.000000000000000000e+01,1.444007322942126450e+02,-9.448781993142981150e+01,1.008708763721716295e+01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,6.000000000000000000e+01,1.447026995302942112e+02,-9.326552441478074229e+01,8.562824884486527566e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.700000000000000000e+01,6.000000000000000000e+01,1.444913224650371149e+02,-9.101099847921712183e+01,6.519676014180006973e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.800000000000000000e+01,6.000000000000000711e+01,1.447026995302942112e+02,-9.026314202060000014e+01,5.560442490305794294e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,5.999999999999999289e+01,1.447026995302942112e+02,-8.915625830490107262e+01,4.453558774606856119e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+01,6.000000000000000000e+01,1.447026995302942112e+02,-8.826971524774063482e+01,3.567015717446427203e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.100000000000000000e+01,6.000000000000000000e+01,1.444007322942126450e+02,-8.677397084542702999e+01,2.373238551214388092e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.200000000000000000e+01,6.000000000000000711e+01,1.444007322942126450e+02,-8.630154457532569268e+01,1.900812281113052782e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.300000000000000000e+01,6.000000000000000000e+01,1.444913224650371149e+02,-8.615886538629455060e+01,1.667542921257434418e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.400000000000000000e+01,5.999999999999999289e+01,1.444913224650371149e+02,-8.582691768465267046e+01,1.335595219615548945e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.500000000000000000e+01,6.000000000000000711e+01,1.444913224650371149e+02,-8.556104880786179478e+01,1.069726342824684595e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.600000000000000000e+01,6.000000000000000000e+01,1.446121093594697413e+02,-8.566237689084199758e+01,1.050267531372258922e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.700000000000000000e+01,6.000000000000000000e+01,1.446121093594697413e+02,-8.545330647430050419e+01,8.411971148307608726e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.800000000000000000e+01,6.000000000000000000e+01,1.444007322942126450e+02,-8.473587835996633544e+01,3.351460657536874388e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
2.900000000000000000e+01,6.000000000000000000e+01,1.447026995302942112e+02,-8.545484297517177197e+01,7.521434448775603521e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+01,6.000000000000000000e+01,1.444913224650371149e+02,-8.475514223725886609e+01,2.638197722217481278e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
3.100000000000000000e+01,6.000000000000000000e+01,1.444007322942126450e+02,-8.446692119227203932e+01,6.618889805939370818e-02,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
3.200000000000000000e+01,6.000000000000000711e+01,1.444007322942126450e+02,-8.445374536794695075e+01,5.301307373431003028e-02,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
3.300000000000000000e+01,5.999999999999999289e+01,1.444007322942126450e+02,-8.444319237542200085e+01,4.246008120935221286e-02,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
3.400000000000000000e+01,6.000000000000000711e+01,1.444913224650371149e+02,-8.467044413913298229e+01,1.791216740958744835e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
3.500000000000000000e+01,6.000000000000000711e+01,1.444007322942126450e+02,-8.439908343318026596e+01,-1.648861032374687730e-03,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
3.600000000000000000e+01,6.000000000000000000e+01,1.444007322942126450e+02,-8.439941166199108125e+01,-1.320632221561879273e-03,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
3.700000000000000000e+01,6.000000000000000000e+01,1.444007322942126450e+02,-8.439967455227419180e+01,-1.057741938455333472e-03,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000000e+01,6.000000000000000000e+01,1.444007322942126450e+02,-8.439988511057582343e+01,-8.471836368221032391e-04,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
3.900000000000000000e+01,6.000000000000000711e+01,1.443101421233881467e+02,-8.416434971858046765e+01,-1.457924048076733037e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+01,6.000000000000000000e+01,1.439175847164820823e+02,-8.317198757757505234e+01,-7.455971389070307209e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.100000000000000000e+01,6.000000000000000711e+01,1.438269945456576409e+02,-8.308470506279114431e+01,-7.422894828664924338e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.200000000000000000e+01,6.000000000000000000e+01,1.434344371387515764e+02,-8.221108399379868104e+01,-1.223353144952893157e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.300000000000000000e+01,6.000000000000000000e+01,1.434344371387515764e+02,-8.245460951844141562e+01,-9.798276203101643489e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.400000000000000000e+01,6.000000000000000000e+01,1.434344371387515764e+02,-8.264965788716462214e+01,-7.847792515869553842e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.500000000000000000e+01,5.999999999999999289e+01,1.434344371387515764e+02,-8.280587915471922145e+01,-6.285579840323601841e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000000e+01,5.999999999999999289e+01,1.434344371387515764e+02,-8.293100239771848692e+01,-5.034347410330947126e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.700000000000000000e+01,6.000000000000000000e+01,1.434344371387515764e+02,-8.303121811215814319e+01,-4.032190265934334494e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.800000000000000000e+01,6.000000000000000711e+01,1.434344371387515764e+02,-8.311148448937080957e+01,-3.229526493807624576e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
4.900000000000000000e+01,6.000000000000000000e+01,1.433438469679270781e+02,-8.294006868774820873e+01,-4.037782801788729614e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+01,6.000000000000000000e+01,1.432532567971026083e+02,-8.278474235646858403e+01,-4.685144406340210899e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.100000000000000000e+01,6.000000000000000711e+01,1.424681419832905078e+02,-8.083523838790239324e+01,-1.632903595388110363e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.200000000000000000e+01,6.000000000000000000e+01,1.424681419832905078e+02,-8.116029064807638349e+01,-1.307851335214127664e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.300000000000000000e+01,6.000000000000000000e+01,1.424681419832905078e+02,-8.142063671730153374e+01,-1.047505265988975198e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.400000000000000000e+01,6.000000000000000711e+01,1.424681419832905078e+02,-8.162915726635019098e+01,-8.389847169403118476e-01,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000000e+01,5.999999999999999289e+01,1.422567649180333831e+02,-8.124619280526715670e+01,-1.010572112766232600e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.600000000000000000e+01,6.000000000000000000e+01,1.420755845763844434e+02,-8.097595322303135390e+01,-1.099631353353092145e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.700000000000000000e+01,6.000000000000000000e+01,1.416830271694784074e+02,-8.017346604276607991e+01,-1.509561126712328782e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.800000000000000000e+01,6.000000000000000000e+01,1.415018468278294392e+02,-8.000255719091951789e+01,-1.499289636909918677e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
5.900000000000000000e+01,5.999999999999999289e+01,1.415018468278294392e+02,-8.030101172706571333e+01,-1.200835100763732122e+00,8.000000000000000000e+01,5.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00
